,amount,first_name,is_anomaly
2649,55.92,Kimberly,0
2650,28.0,Kimberly,0
2651,38.0,Kimberly,0
2652,53.0,Kimberly,0
2653,576.0,Kimberly,1
2654,20.54,Kimberly,0
2655,20.45,Kimberly,0
2656,5.61,Kimberly,0
2657,28.0,Kimberly,0
2658,9.95,Kimberly,0
2659,38.0,Kimberly,0
2660,32.61,Kimberly,0
2661,12.38,Kimberly,0
2662,53.0,Kimberly,0
2663,7.14,Kimberly,0
2664,8.02,Kimberly,0
2665,63.74,Kimberly,0
2666,29.56,Kimberly,0
2667,19.81,Kimberly,0
2668,15.76,Kimberly,0
2669,34.16,Kimberly,0
2670,15.89,Kimberly,0
2671,19.0,Kimberly,0
2672,19.99,Kimberly,0
2673,52.85,Kimberly,0
2674,9.71,Kimberly,0
2675,17.28,Kimberly,0
2676,13.01,Kimberly,0
2677,28.0,Kimberly,0
2678,38.0,Kimberly,0
2679,28.67,Kimberly,0
2680,14.75,Kimberly,0
2681,7.98,Kimberly,0
2682,4.48,Kimberly,0
2683,12.25,Kimberly,0
2684,75.0,Kimberly,0
2685,116.26,Kimberly,0
2686,53.0,Kimberly,0
2687,10.39,Kimberly,0
2688,18.35,Kimberly,0
2689,15.22,Kimberly,0
2690,54.51,Kimberly,0
2691,13.46,Kimberly,0
2692,14.18,Kimberly,0
2693,18.75,Kimberly,0
2694,23.94,Kimberly,0
2695,13.22,Kimberly,0
2696,18.19,Kimberly,0
2697,16.47,Kimberly,0
2698,28.0,Kimberly,0
2699,38.0,Kimberly,0
2700,24.9,Kimberly,0
2701,10.78,Kimberly,0
2702,53.0,Kimberly,0
2703,8.28,Kimberly,0
2704,45.75,Kimberly,0
2705,7.72,Kimberly,0
2706,7.82,Kimberly,0
2707,102.0,Kimberly,0
2708,22.51,Kimberly,0
2709,22.16,Kimberly,0
2710,13.57,Kimberly,0
2711,20.71,Kimberly,0
2712,9.02,Kimberly,0
2713,8.3,Kimberly,0
2714,13.84,Kimberly,0
2715,12.84,Kimberly,0
2716,10.86,Kimberly,0
2717,12.08,Kimberly,0
2718,11.61,Kimberly,0
2719,13.24,Kimberly,0
2720,87.91,Kimberly,0
2721,28.0,Kimberly,0
2722,40.7,Kimberly,0
2723,38.0,Kimberly,0
2724,22.58,Kimberly,0
2725,170.69,Kimberly,0
2726,10.08,Kimberly,0
2727,15.19,Kimberly,0
2728,14.69,Kimberly,0
2729,5.02,Kimberly,0
2730,6.35,Kimberly,0
2731,11.76,Kimberly,0
2732,53.0,Kimberly,0
2733,26.79,Kimberly,0
2734,28.8,Kimberly,0
2735,70.3,Kimberly,0
2736,20.86,Kimberly,0
2737,22.59,Kimberly,0
2738,1248.09,Kimberly,1
2739,6.4,Kimberly,0
2740,13.55,Kimberly,0
2741,18.21,Kimberly,0
2742,27.63,Kimberly,0
2743,14.16,Kimberly,0
2744,15.49,Kimberly,0
2745,3.76,Kimberly,0
2746,28.0,Kimberly,0
2747,6.6,Kimberly,0
2748,28.73,Kimberly,0
2749,34.59,Kimberly,0
2750,38.0,Kimberly,0
2751,24.44,Kimberly,0
2752,16.44,Kimberly,0
2753,53.0,Kimberly,0
2754,16.91,Kimberly,0
2755,16.55,Kimberly,0
2756,7.29,Kimberly,0
2757,11.63,Kimberly,0
2758,24.77,Joseph,0
2759,52.0,Joseph,0
2760,18.0,Joseph,0
2761,4.99,Joseph,0
2762,15.61,Joseph,0
2763,21.25,Joseph,0
2764,9.49,Joseph,0
2765,12.38,Joseph,0
2766,10.38,Joseph,0
2767,6.11,Joseph,0
2768,6.83,Joseph,0
2769,78.97,Joseph,0
2770,7.35,Joseph,0
2771,28.97,Joseph,0
2772,52.0,Joseph,0
2773,18.0,Joseph,0
2774,10.19,Joseph,0
2775,6.39,Joseph,0
2776,9.48,Joseph,0
2777,41.48,Joseph,0
2778,15.86,Joseph,0
2779,25.48,Joseph,0
2780,42.77,Joseph,0
2781,9.66,Joseph,0
2782,8.79,Joseph,0
2783,105.47,Joseph,0
2784,13.42,Joseph,0
2785,15.08,Joseph,0
2786,5.71,Joseph,0
2787,12.39,Joseph,0
2788,36.93,Joseph,0
2789,13.23,Joseph,0
2790,10.73,Joseph,0
2791,14.67,Joseph,0
2792,9.36,Joseph,0
2793,9.44,Joseph,0
2794,11.38,Joseph,0
2795,8.36,Joseph,0
2796,12.63,Joseph,0
2797,7.37,Joseph,0
2798,13.22,Joseph,0
2799,17.67,Joseph,0
2800,8.71,Joseph,0
2801,6.23,Joseph,0
2802,7.77,Joseph,0
2803,52.0,Joseph,0
2804,18.0,Joseph,0
2805,16.96,Joseph,0
2806,166.0,Joseph,0
2807,44.37,Joseph,0
2808,4.47,Joseph,0
2809,8.17,Joseph,0
2810,36.35,Joseph,0
2811,127.0,Joseph,0
2812,5.76,Joseph,0
2813,72.21,Joseph,0
2814,18.27,Joseph,0
2815,47.08,Joseph,0
2816,7.74,Joseph,0
2817,52.0,Joseph,0
2818,5.93,Joseph,0
2819,18.0,Joseph,0
2820,16.01,Joseph,0
2821,8.66,Joseph,0
2822,31.37,Joseph,0
2823,20.85,Joseph,0
2824,7.73,Joseph,0
2825,8.25,Joseph,0
2826,19.89,Joseph,0
2827,7.75,Joseph,0
2828,7.78,Joseph,0
2829,16.0,Joseph,0
2830,9.58,Joseph,0
2831,16.27,Joseph,0
2832,52.0,Joseph,0
2833,51.37,Joseph,0
2834,18.0,Joseph,0
2835,9.93,Joseph,0
2836,12.12,Joseph,0
2837,8.39,Joseph,0
2838,10.38,Joseph,0
2839,5.82,Joseph,0
2840,27.09,Joseph,0
2841,3.75,Joseph,0
2842,121.58,Joseph,0
2843,48.11,Joseph,0
2844,6.7,Joseph,0
2845,16.34,Joseph,0
2846,9.21,Joseph,0
2847,7.34,Joseph,0
2848,17.89,Joseph,0
2849,46.27,Joseph,0
2850,18.44,Joseph,0
2851,76.96,Joseph,0
2852,15.82,Joseph,0
2853,11.86,Joseph,0
2854,9.33,Joseph,0
2855,17.33,Joseph,0
2856,19.27,Joseph,0
2857,21.58,Joseph,0
2858,6.09,Joseph,0
2859,52.0,Joseph,0
2860,18.0,Joseph,0
2861,5.51,Joseph,0
2862,11.59,Joseph,0
2863,3.7,Joseph,0
2864,3.9,Joseph,0
2865,32.3,Joseph,0
2866,138.0,Joseph,0
2867,11.63,Joseph,0
2868,14.91,Joseph,0
2869,23.84,Joseph,0
2870,52.0,Joseph,0
2871,18.0,Joseph,0
2872,18.03,Joseph,0
2873,8.76,Joseph,0
2874,22.15,Joseph,0
2875,13.8,Joseph,0
2876,8.62,Joseph,0
2877,14.75,Joseph,0
2878,9.75,Joseph,0
2879,13.85,Joseph,0
2880,166.0,Joseph,0
2881,74.76,Joseph,0
2882,14.6,Joseph,0
2883,6.95,Joseph,0
2884,11.52,Joseph,0
2885,40.98,Joseph,0
2886,14.18,Joseph,0
2887,8.99,Joseph,0
2888,18.11,Joseph,0
2889,12.48,Joseph,0
2890,3.21,Joseph,0
2891,7.41,Joseph,0
2892,6.67,Joseph,0
2893,127.0,Joseph,0
2894,13.73,Joseph,0
2895,11.24,Joseph,0
2896,57.85,Joseph,0
2897,52.0,Joseph,0
2898,18.0,Joseph,0
2899,16.8,Joseph,0
2900,14.17,Joseph,0
2901,7.58,Joseph,0
2902,61.82,Joseph,0
2903,6.79,Joseph,0
2904,27.24,Joseph,0
2905,6.14,Joseph,0
2906,12.4,Joseph,0
2907,11.16,Joseph,0
2908,8.33,Joseph,0
2909,14.25,Joseph,0
2910,17.33,Joseph,0
2911,16.91,Joseph,0
2912,8.54,Joseph,0
2913,12.06,Joseph,0
2914,5.58,Joseph,0
2915,10.7,Joseph,0
2916,18.59,Joseph,0
2917,11.16,Joseph,0
2918,7.98,Joseph,0
2919,52.0,Joseph,0
2920,18.0,Joseph,0
2921,22.4,Joseph,0
2922,6.05,Joseph,0
2923,9.78,Joseph,0
2924,4.69,Joseph,0
2925,27.96,Joseph,0
2926,12.45,Joseph,0
2927,18.26,Joseph,0
2928,7.55,Joseph,0
2929,13.22,Joseph,0
2930,52.0,Joseph,0
2931,18.0,Joseph,0
2932,11.1,Joseph,0
2933,7.84,Joseph,0
2934,6.44,Joseph,0
2935,4094.33,Joseph,1
2936,18.86,Joseph,0
2937,29.07,Joseph,0
2938,6.21,Joseph,0
2939,13.41,Joseph,0
2940,13.98,Joseph,0
2941,9.05,Joseph,0
2942,18.73,Joseph,0
2943,4.78,Joseph,0
2944,20.06,Joseph,0
2945,19.52,Joseph,0
2946,12.75,Joseph,0
2947,18.2,Joseph,0
2948,20.53,Joseph,0
2949,138.0,Joseph,0
2950,4.96,Joseph,0
2951,17.61,Joseph,0
2952,69.72,Joseph,0
2953,52.0,Joseph,0
2954,18.0,Joseph,0
2955,21.98,Joseph,0
2956,13.37,Joseph,0
2957,12.75,Joseph,0
2958,43.69,Joseph,0
2959,5.67,Joseph,0
2960,17.48,Joseph,0
2961,166.0,Joseph,0
2962,3.64,Joseph,0
2963,4.43,Joseph,0
2964,52.0,Joseph,0
2965,18.0,Joseph,0
2966,19.55,Joseph,0
2967,11.82,Joseph,0
2968,17.31,Joseph,0
2969,26.83,Joseph,0
2970,12.94,Joseph,0
2971,4.49,Joseph,0
2972,127.0,Joseph,0
2973,55.55,Joseph,0
2974,11.98,Joseph,0
2975,10.28,Joseph,0
2976,15.37,Joseph,0
2977,7.86,Joseph,0
2978,10.04,Joseph,0
2979,42.3,Joseph,0
2980,6.63,Joseph,0
2981,10.55,Joseph,0
2982,32.19,Joseph,0
2983,11.22,Joseph,0
2984,13.67,Tiffany,0
2985,46.0,Tiffany,0
2986,26.0,Tiffany,0
2987,14.56,Tiffany,0
2988,19.35,Tiffany,0
2989,11.77,Tiffany,0
2990,11.68,Tiffany,0
2991,14.7,Tiffany,0
2992,2.69,Tiffany,0
2993,160.0,Tiffany,1
2994,17.55,Tiffany,0
2995,12.8,Tiffany,0
2996,32.0,Tiffany,0
2997,23.59,Tiffany,0
2998,19.55,Tiffany,0
2999,46.0,Tiffany,0
3000,9.37,Tiffany,0
3001,41.1,Tiffany,0
3002,307.04,Tiffany,1
3003,28.78,Tiffany,0
3004,25.69,Tiffany,0
3005,24.12,Tiffany,0
3006,9.26,Tiffany,0
3007,15.87,Tiffany,0
3008,18.93,Tiffany,0
3009,20.03,Tiffany,0
3010,15.84,Tiffany,0
3011,26.0,Tiffany,0
3012,124.0,Tiffany,0
3013,134.72,Tiffany,1
3014,11.43,Tiffany,0
3015,12.22,Tiffany,0
3016,12.81,Tiffany,0
3017,7.03,Tiffany,0
3018,13.82,Tiffany,0
3019,185.78,Tiffany,1
3020,32.0,Tiffany,0
3021,15.56,Tiffany,0
3022,12.37,Tiffany,0
3023,11.12,Tiffany,0
3024,15.98,Tiffany,0
3025,26.0,Tiffany,0
3026,3.4,Tiffany,0
3027,12.65,Tiffany,0
3028,4.81,Tiffany,0
3029,5.14,Tiffany,0
3030,32.0,Tiffany,0
3031,46.0,Tiffany,0
3032,20.66,Tiffany,0
3033,16.9,Tiffany,0
3034,4.01,Tiffany,0
3035,26.0,Tiffany,0
3036,82.98,Tiffany,0
3037,12.07,Tiffany,0
3038,5.95,Tiffany,0
3039,22.89,Tiffany,0
3040,32.0,Tiffany,0
3041,25.11,Tiffany,0
3042,6.26,Tiffany,0
3043,4.57,Tiffany,0
3044,46.0,Tiffany,0
3045,9.13,Tiffany,0
3046,26.0,Tiffany,0
3047,11.12,Tiffany,0
3048,30.87,Tiffany,0
3049,27.46,Tiffany,0
3050,10.02,Tiffany,0
3051,14.71,Tiffany,0
3052,31.62,Tiffany,0
3053,13.36,Tiffany,0
3054,33.67,Tiffany,0
3055,85.27,Tiffany,0
3056,32.0,Tiffany,0
3057,8.32,Tiffany,0
3058,13.03,Tiffany,0
3059,27.0,Tiffany,0
3060,14.22,Tiffany,0
3061,43.67,Tiffany,0
3062,23.72,Tiffany,0
3063,15.98,Tiffany,0
3064,49.76,Tiffany,0
3065,46.0,Tiffany,0
3066,20.85,Tiffany,0
3067,5.05,Tiffany,0
3068,13.57,Tiffany,0
3069,386.02,Tiffany,1
3070,160.0,Tiffany,1
3071,21.44,Tiffany,0
3072,29.57,Tiffany,0
3073,8.33,Tiffany,0
3074,26.0,Tiffany,0
3075,25.26,Tiffany,0
3076,2.35,Tiffany,0
3077,17.08,Tiffany,0
3078,15.95,Tiffany,0
3079,18.53,Tiffany,0
3080,14.93,Tiffany,0
3081,18.29,Tiffany,0
3082,26.73,Tiffany,0
3083,32.0,Tiffany,0
3084,124.0,Tiffany,0
3085,46.0,Tiffany,0
3086,30.28,Tiffany,0
3087,4.69,Tiffany,0
3088,26.0,Tiffany,0
3089,32.0,Tiffany,0
3090,46.0,Tiffany,0
3091,26.18,Tiffany,0
3092,31.83,Tiffany,0
3093,40.67,Tiffany,0
3094,32.36,Tiffany,0
3095,29.34,Tiffany,0
3096,26.0,Tiffany,0
3097,19.04,Tiffany,0
3098,32.0,Tiffany,0
3099,32.09,Tiffany,0
3100,355.24,Tiffany,1
3101,16.0,Tiffany,0
3102,45.92,Tiffany,0
3103,30.49,Tiffany,0
3104,10.19,Tiffany,0
3105,97.16,Tiffany,0
3106,17.58,Tiffany,0
3107,13.18,Tiffany,0
3108,46.0,Tiffany,0
3109,13.63,Tiffany,0
3110,25.65,Tiffany,0
3111,17.5,Tiffany,0
3112,23.52,Tiffany,0
3113,23.8,Tiffany,0
3114,37.29,Tiffany,0
3115,8.98,Tiffany,0
3116,40.13,Tiffany,0
3117,22.8,Tiffany,0
3118,3.4,Tiffany,0
3119,26.0,Tiffany,0
3120,28.54,Tiffany,0
3121,14.92,Tiffany,0
3122,22.18,Tiffany,0
3123,38.43,Tiffany,0
3124,21.04,Tiffany,0
3125,14.95,Tiffany,0
3126,32.0,Tiffany,0
3127,54.29,Tiffany,0
3128,46.0,Tiffany,0
3129,16.7,Tiffany,0
3130,13.0,Tiffany,0
3131,12.79,Tiffany,0
3132,18.58,Tiffany,0
3133,7.98,Tiffany,0
3134,66.64,Tiffany,0
3135,26.0,Tiffany,0
3136,13.75,Tiffany,0
3137,66.44,Tiffany,0
3138,160.0,Tiffany,1
3139,48.39,Tiffany,0
3140,26.95,Tiffany,0
3141,35.14,Tiffany,0
3142,20.15,Tiffany,0
3143,17.67,Tiffany,0
3144,9.5,Tiffany,0
3145,9.77,Tiffany,0
3146,58.53,Tiffany,0
3147,31.97,Tiffany,0
3148,32.0,Tiffany,0
3149,26.72,Tiffany,0
3150,24.3,Tiffany,0
3151,14.53,Tiffany,0
3152,23.27,Tiffany,0
3153,46.0,Tiffany,0
3154,23.02,Tiffany,0
3155,14.54,Tiffany,0
3156,124.0,Tiffany,0
3157,26.0,Tiffany,0
3158,25.14,Tiffany,0
3159,15.14,Tiffany,0
3160,4.21,Tiffany,0
3161,18.18,Tiffany,0
3162,14.08,Tiffany,0
3163,4.23,Tiffany,0
3164,51.32,Tiffany,0
3165,10.93,Tiffany,0
3166,32.0,Tiffany,0
3167,26.83,Tiffany,0
3168,11.9,Tiffany,0
3169,54.98,Tiffany,0
3170,32.41,Tiffany,0
3171,53.96,Tiffany,0
3172,14.21,Tiffany,0
3173,46.0,Tiffany,0
3174,17.15,Tiffany,0
3175,9.24,Tiffany,0
3176,26.0,Tiffany,0
3177,28.96,Tiffany,0
3178,27.14,Tiffany,0
3179,14.66,Tiffany,0
3180,22.28,Tiffany,0
3181,3.33,Tiffany,0
3182,14.05,Tiffany,0
3183,17.72,Tiffany,0
3184,32.0,Tiffany,0
3185,5.37,Tiffany,0
3186,46.0,Tiffany,0
3187,32.08,Tiffany,0
3188,17.81,Tiffany,0
3189,7.2,Tiffany,0
3190,26.0,Tiffany,0
3191,34.82,Tiffany,0
3192,8.88,Tiffany,0
3193,13.78,Tiffany,0
3194,8.2,Tiffany,0
3195,28.1,Tiffany,0
3196,15.64,Tiffany,0
3197,10.07,Tiffany,0
3198,13.3,Tiffany,0
3199,27.29,Tiffany,0
3200,32.0,Tiffany,0
3201,12.08,Emily,0
3202,937.73,Emily,1
3203,501.67,Emily,0
3204,15.64,Emily,0
3205,560.0,Emily,0
3206,29.86,Emily,0
3207,38.0,Emily,0
3208,13.26,Emily,0
3209,36.5,Emily,0
3210,2.93,Emily,0
3211,101.0,Emily,0
3212,25.89,Emily,0
3213,16.23,Emily,0
3214,7.16,Emily,0
3215,14.74,Emily,0
3216,38.0,Emily,0
3217,64.5,Emily,0
3218,28.35,Emily,0
3219,4.21,Emily,0
3220,12.16,Emily,0
3221,46.0,Emily,0
3222,38.0,Emily,0
3223,178.28,Emily,0
3224,9.83,Emily,0
3225,38.0,Emily,0
3226,38.0,Emily,0
3227,1270.0,Emily,1
3228,38.0,Emily,0
3229,101.0,Emily,0
3230,7.17,Emily,0
3231,30.94,Emily,0
3232,38.0,Emily,0
3233,38.0,Emily,0
3234,38.0,Emily,0
3235,38.0,Emily,0
3236,101.0,Emily,0
3237,38.0,Emily,0
3238,38.0,Emily,0
3239,38.0,Emily,0
3240,72.12,Joseph,0
3241,30.0,Joseph,0
3242,12.89,Joseph,0
3243,35.0,Joseph,0
3244,130.0,Joseph,0
3245,10.22,Joseph,0
3246,19.69,Joseph,0
3247,7.16,Joseph,0
3248,30.0,Joseph,0
3249,18.17,Joseph,0
3250,7.26,Joseph,0
3251,23.72,Joseph,0
3252,19.5,Joseph,0
3253,25.03,Joseph,0
3254,247.66,Joseph,0
3255,35.0,Joseph,0
3256,21.65,Joseph,0
3257,29.87,Joseph,0
3258,11.24,Joseph,0
3259,16.72,Joseph,0
3260,51.9,Joseph,0
3261,35.65,Joseph,0
3262,17.01,Joseph,0
3263,28.64,Joseph,0
3264,20.1,Joseph,0
3265,10.01,Joseph,0
3266,11.32,Joseph,0
3267,14.06,Joseph,0
3268,10.75,Joseph,0
3269,134.0,Joseph,0
3270,8.56,Joseph,0
3271,15.18,Joseph,0
3272,26.4,Joseph,0
3273,9.66,Joseph,0
3274,30.0,Joseph,0
3275,33.94,Joseph,0
3276,9.69,Joseph,0
3277,16.18,Joseph,0
3278,12.46,Joseph,0
3279,29.36,Joseph,0
3280,90.9,Joseph,0
3281,12.89,Joseph,0
3282,24.7,Joseph,0
3283,30.0,Joseph,0
3284,35.0,Joseph,0
3285,9.62,Joseph,0
3286,24.05,Joseph,0
3287,19.8,Joseph,0
3288,14.3,Joseph,0
3289,7.25,Joseph,0
3290,17.64,Joseph,0
3291,36.32,Joseph,0
3292,12.9,Joseph,0
3293,24.14,Joseph,0
3294,21.47,Joseph,0
3295,30.33,Joseph,0
3296,559.33,Joseph,1
3297,30.0,Joseph,0
3298,14.7,Joseph,0
3299,31.66,Joseph,0
3300,10.19,Joseph,0
3301,10.1,Joseph,0
3302,35.0,Joseph,0
3303,8.89,Joseph,0
3304,130.0,Joseph,0
3305,30.0,Joseph,0
3306,35.0,Joseph,0
3307,30.0,Joseph,0
3308,14.05,Joseph,0
3309,10.89,Joseph,0
3310,134.0,Joseph,0
3311,35.0,Joseph,0
3312,25.56,Joseph,0
3313,12.09,Joseph,0
3314,13.38,Joseph,0
3315,12.69,Joseph,0
3316,5.92,Joseph,0
3317,15.1,Joseph,0
3318,14.47,Joseph,0
3319,30.0,Joseph,0
3320,19.58,Joseph,0
3321,9.07,Joseph,0
3322,21.27,Joseph,0
3323,35.29,Joseph,0
3324,79.87,Joseph,0
3325,31.48,Joseph,0
3326,19.38,Joseph,0
3327,35.0,Joseph,0
3328,30.0,Joseph,0
3329,35.0,Joseph,0
3330,11.45,Joseph,0
3331,16.24,Joseph,0
3332,11.31,Joseph,0
3333,425.32,Joseph,0
3334,10.98,Joseph,0
3335,21.7,Joseph,0
3336,8.66,Joseph,0
3337,15.26,Joseph,0
3338,18.65,Joseph,0
3339,14.09,Joseph,0
3340,25.62,Joseph,0
3341,12.71,Joseph,0
3342,12.27,Joseph,0
3343,19.62,Joseph,0
3344,7.8,Joseph,0
3345,355.0,Joseph,0
3346,30.0,Joseph,0
3347,130.0,Joseph,0
3348,35.0,Joseph,0
3349,35.94,Joseph,0
3350,20.3,Joseph,0
3351,7.21,Joseph,0
3352,47.44,Joseph,0
3353,12.89,Joseph,0
3354,23.36,Joseph,0
3355,16.27,Joseph,0
3356,9.5,Joseph,0
3357,10.55,Joseph,0
3358,84.05,Joseph,0
3359,30.0,Joseph,0
3360,35.0,Joseph,0
3361,134.0,Joseph,0
3362,17.36,Joseph,0
3363,30.0,Joseph,0
3364,35.0,Joseph,0
3365,35.84,Joseph,0
3366,9.51,Joseph,0
3367,9.12,Joseph,0
3368,8.19,Joseph,0
3369,30.0,Joseph,0
3370,35.0,Joseph,0
3371,15.67,Joseph,0
3372,14.85,Joseph,0
3373,10.88,Joseph,0
3374,39.17,Joseph,0
3375,21.81,Joseph,0
3376,11.07,Joseph,0
3377,20.67,Joseph,0
3378,107.34,Joseph,0
3379,14.67,Joseph,0
3380,9.73,Joseph,0
3381,23.69,Joseph,0
3382,13.76,Joseph,0
3383,11.27,Joseph,0
3384,30.0,Joseph,0
3385,25.0,Christine,0
3386,46.12,Christine,0
3387,52.0,Christine,0
3388,49.75,Christine,0
3389,28.69,Christine,0
3390,37.6,Christine,0
3391,15.77,Christine,0
3392,28.92,Christine,0
3393,21.0,Christine,0
3394,25.0,Christine,0
3395,52.0,Christine,0
3396,26.36,Christine,0
3397,109.0,Christine,0
3398,21.0,Christine,0
3399,284.92,Christine,1
3400,25.0,Christine,0
3401,34.15,Christine,0
3402,137.0,Christine,0
3403,27.29,Christine,0
3404,177.0,Christine,0
3405,29.41,Christine,0
3406,66.48,Christine,0
3407,30.39,Christine,0
3408,29.57,Christine,0
3409,24.38,Christine,0
3410,33.95,Christine,0
3411,54.08,Christine,0
3412,66.61,Christine,0
3413,21.0,Christine,0
3414,13.12,Christine,0
3415,24.74,Christine,0
3416,20.62,Christine,0
3417,43.87,Christine,0
3418,25.0,Christine,0
3419,44.53,Christine,0
3420,52.0,Christine,0
3421,46.12,Christine,0
3422,41.94,Christine,0
3423,21.0,Christine,0
3424,25.0,Christine,0
3425,52.0,Christine,0
3426,773.99,Christine,1
3427,50.27,Christine,0
3428,38.46,Christine,0
3429,24.1,Christine,0
3430,38.47,Christine,0
3431,21.0,Christine,0
3432,15.41,Christine,0
3433,53.28,Christine,0
3434,33.62,Christine,0
3435,21.86,Christine,0
3436,25.0,Christine,0
3437,34.3,Christine,0
3438,12.64,Christine,0
3439,52.0,Christine,0
3440,36.59,Christine,0
3441,23.75,Christine,0
3442,32.84,Christine,0
3443,19.7,Christine,0
3444,21.44,Christine,0
3445,17.48,Christine,0
3446,21.0,Christine,0
3447,124.14,Christine,0
3448,21.1,Christine,0
3449,25.0,Christine,0
3450,31.78,Christine,0
3451,109.0,Christine,0
3452,52.0,Christine,0
3453,30.75,Christine,0
3454,116.33,Christine,0
3455,7.44,Christine,0
3456,41.33,Christine,0
3457,137.0,Christine,0
3458,53.55,Christine,0
3459,16.09,Christine,0
3460,177.0,Christine,0
3461,21.0,Christine,0
3462,48.69,Christine,0
3463,17.84,Christine,0
3464,25.0,Christine,0
3465,52.0,Christine,0
3466,28.82,Christine,0
3467,23.07,Christine,0
3468,80.03,Christine,0
3469,49.6,Christine,0
3470,13.73,Christine,0
3471,21.0,Christine,0
3472,18.87,Christine,0
3473,38.05,Christine,0
3474,25.0,Christine,0
3475,134.1,Christine,0
3476,40.84,Christine,0
3477,55.34,Christine,0
3478,52.0,Christine,0
3479,37.52,Christine,0
3480,41.2,Christine,0
3481,30.21,Christine,0
3482,21.0,Christine,0
3483,64.8,Christine,0
3484,25.0,Christine,0
3485,33.72,Christine,0
3486,52.0,Christine,0
3487,119.45,Christine,0
3488,20.55,Christine,0
3489,21.0,Christine,0
3490,25.0,Christine,0
3491,10.13,Christine,0
3492,52.0,Christine,0
3493,14.98,Christine,0
3494,109.0,Christine,0
3495,51.14,Christine,0
3496,12.87,Christine,0
3497,137.0,Christine,0
3498,21.0,Christine,0
3499,25.0,Christine,0
3500,177.0,Christine,0
3501,52.0,Christine,0
3502,21.0,Christine,0
3503,25.0,Christine,0
3504,32.02,Christine,0
3505,30.4,Christine,0
3506,16.36,Christine,0
3507,40.38,Christine,0
3508,52.0,Christine,0
3509,46.29,Christine,0
3510,30.7,Christine,0
3511,35.08,Christine,0
3512,49.05,Christine,0
3513,12.3,Christine,0
3514,4.96,Christine,0
3515,31.65,Christine,0
3516,21.0,Christine,0
3517,25.0,Christine,0
3518,10.54,Christine,0
3519,36.0,Ryan,0
3520,93.79,Ryan,0
3521,123.0,Ryan,0
3522,68.31,Ryan,0
3523,28.71,Ryan,0
3524,10.68,Ryan,0
3525,21.85,Ryan,0
3526,36.0,Ryan,0
3527,18.31,Ryan,0
3528,10.91,Ryan,0
3529,74.0,Ryan,0
3530,127.0,Ryan,0
3531,36.0,Ryan,0
3532,113.0,Ryan,0
3533,36.0,Ryan,0
3534,12.34,Ryan,0
3535,496.76,Ryan,1
3536,12.22,Ryan,0
3537,14.21,Ryan,0
3538,28.15,Ryan,0
3539,13.6,Ryan,0
3540,12.38,Ryan,0
3541,28.63,Ryan,0
3542,43.47,Ryan,0
3543,36.0,Ryan,0
3544,10.93,Ryan,0
3545,130.55,Ryan,0
3546,98.93,Ryan,0
3547,38.46,Ryan,0
3548,43.18,Ryan,0
3549,8.89,Ryan,0
3550,14.13,Ryan,0
3551,34.78,Ryan,0
3552,13.93,Ryan,0
3553,29.5,Ryan,0
3554,36.0,Ryan,0
3555,123.0,Ryan,0
3556,32.44,Ryan,0
3557,34.05,Ryan,0
3558,31.09,Ryan,0
3559,150.08,Ryan,0
3560,13.91,Ryan,0
3561,30.43,Ryan,0
3562,24.32,Ryan,0
3563,19.79,Ryan,0
3564,63.53,Ryan,0
3565,41.74,Ryan,0
3566,113.27,Ryan,0
3567,74.0,Ryan,0
3568,127.0,Ryan,0
3569,36.0,Ryan,0
3570,50.86,Ryan,0
3571,30.51,Ryan,0
3572,24.82,Ryan,0
3573,79.19,Ryan,0
3574,10.13,Ryan,0
3575,21.54,Ryan,0
3576,39.28,Ryan,0
3577,7.06,Ryan,0
3578,36.0,Ryan,0
3579,23.45,Ryan,0
3580,113.0,Ryan,0
3581,126.46,Ryan,0
3582,30.41,Ryan,0
3583,40.15,Ryan,0
3584,47.59,Ryan,0
3585,12.6,Ryan,0
3586,29.79,Ryan,0
3587,34.23,Ryan,0
3588,49.4,Ryan,0
3589,734.1,Ryan,1
3590,28.73,Ryan,0
3591,8.48,Ryan,0
3592,36.0,Ryan,0
3593,16.25,Ryan,0
3594,19.97,Ryan,0
3595,36.0,Ryan,0
3596,73.31,Ryan,0
3597,123.0,Ryan,0
3598,20.25,Ryan,0
3599,19.31,Ryan,0
3600,29.7,Ryan,0
3601,34.95,Ryan,0
3602,36.0,Ryan,0
3603,74.0,Ryan,0
3604,127.0,Ryan,0
3605,6.37,Ryan,0
3606,9.17,Ryan,0
3607,17.17,Ryan,0
3608,22.96,Ryan,0
3609,10.38,Ryan,0
3610,1627.0,Ryan,1
3611,24.08,Ryan,0
3612,21.49,Ryan,0
3613,36.0,Ryan,0
3614,16.5,Ryan,0
3615,19.66,Ryan,0
3616,55.04,Ryan,0
3617,113.0,Ryan,0
3618,16.17,Ryan,0
3619,5.55,Ryan,0
3620,18.46,Ryan,0
3621,16.7,Ryan,0
3622,19.75,Ryan,0
3623,66.93,Ryan,0
3624,26.25,Ryan,0
3625,28.26,Ryan,0
3626,36.0,Ryan,0
3627,6.76,Ryan,0
3628,12.76,Ryan,0
3629,24.04,Ryan,0
3630,17.66,Ryan,0
3631,24.44,Ryan,0
3632,43.96,Ryan,0
3633,29.06,Ryan,0
3634,8.49,Ryan,0
3635,54.73,Ryan,0
